Mon Dec 16 00:41:06 2019,10048,1,7.93,-7.93,-1.94,2.29,-3.08,-0.05,2
Mon Dec 16 00:41:06 2019,10049,1,7.65,-7.89,-2,2.79,-3.08,-1.27,2
Mon Dec 16 00:41:06 2019,10050,1,7.77,-7.96,-2.05,0.78,-1.81,0.73,2
Mon Dec 16 00:41:06 2019,10051,1,7.86,-7.95,-1.98,2.11,-2.02,-0.53,2
Mon Dec 16 00:41:06 2019,10052,1,7.79,-8.03,-2.02,3.04,-2.55,-0.76,2
Mon Dec 16 00:41:06 2019,10053,1,7.83,-7.79,-1.93,2.35,-2.53,0.15,2
Mon Dec 16 00:41:06 2019,10054,1,7.78,-8.05,-1.99,2.14,-2.66,0.63,2
Mon Dec 16 00:41:06 2019,10055,1,7.83,-7.84,-1.96,2.34,-2.3,0.37,2
Mon Dec 16 00:41:06 2019,10056,1,7.73,-7.88,-1.9,1.54,-1.99,-0.14,2
Mon Dec 16 00:41:07 2019,10057,1,7.76,-7.96,-2,2.67,-1.44,0.2,2
Mon Dec 16 00:41:07 2019,10058,1,7.84,-7.92,-2.05,4.24,1.34,1.86,2
Mon Dec 16 00:41:07 2019,10059,1,7.73,-7.86,-2.52,14.47,6.99,-1.26,2
Mon Dec 16 00:41:07 2019,10060,1,7.9,-7.37,-2.17,45.21,18.2,9.61,2
Mon Dec 16 00:41:07 2019,10061,1,8.13,-7.14,-1.55,45.57,18.4,34.64,2
Mon Dec 16 00:41:07 2019,10062,1,7.91,-8.44,-0.96,14.7,18.46,72.94,2
Mon Dec 16 00:41:07 2019,10063,1,6.6,-9.24,-0.71,32.62,9.86,54.22,2
Mon Dec 16 00:41:07 2019,10064,1,6.27,-9.5,-0.26,33.3,-7.22,20.73,2
Mon Dec 16 00:41:07 2019,10065,1,7.47,-9.07,-0.37,-39.99,0.54,18.75,2
Mon Dec 16 00:41:07 2019,10066,1,7.29,-10.4,-0.29,-31.92,9.49,4.29,2
Mon Dec 16 00:41:07 2019,10067,1,8.1,-9.79,-0.93,26.85,-2.14,39.36,2
Mon Dec 16 00:41:07 2019,10068,1,6.61,-10.04,-0.44,31.31,-11.42,46.33,2
